2023-05-22 19:25:28.756704,2023-05-22 19:25:28.781422,404,404 Client Error: Not Found for url: http://cpu-1.default.172.16.0.215.sslip.io/
2023-05-22 19:25:29.285032,2023-05-22 19:25:29.302461,404,404 Client Error: Not Found for url: http://cpu-1.default.172.16.0.215.sslip.io/
2023-05-22 19:25:29.804334,2023-05-22 19:25:29.824300,404,404 Client Error: Not Found for url: http://cpu-1.default.172.16.0.215.sslip.io/
2023-05-22 19:25:30.329383,2023-05-22 19:25:30.345408,404,404 Client Error: Not Found for url: http://cpu-1.default.172.16.0.215.sslip.io/
2023-05-22 19:25:30.851246,2023-05-22 19:25:30.869133,404,404 Client Error: Not Found for url: http://cpu-1.default.172.16.0.215.sslip.io/
2023-05-22 19:25:31.374724,2023-05-22 19:25:31.393809,404,404 Client Error: Not Found for url: http://cpu-1.default.172.16.0.215.sslip.io/
2023-05-22 19:25:31.899152,2023-05-22 19:25:31.919183,404,404 Client Error: Not Found for url: http://cpu-1.default.172.16.0.215.sslip.io/
2023-05-22 19:25:32.420375,2023-05-22 19:25:32.439962,404,404 Client Error: Not Found for url: http://cpu-1.default.172.16.0.215.sslip.io/
2023-05-22 19:25:32.940626,2023-05-22 19:25:32.952248,404,404 Client Error: Not Found for url: http://cpu-1.default.172.16.0.215.sslip.io/
2023-05-22 19:25:33.457466,2023-05-22 19:25:34.288920,200,"{""id"":""15718e2b-51c6-4ca1-b340-53fbdd042896"",""time"":""2023-05-22T19:25:34.268Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783533544,""end_1"":1684783534267,""send_2"":1684783533650,""start_2"":1684783534053,""end_2"":1684783534067,""receive_2"":1684783534153,""send_3"":1684783534244,""start_3"":1684783534253,""end_3"":1684783534266,""receive_3"":1684783534267}}}"
2023-05-22 19:25:34.288990,2023-05-22 19:25:35.028054,200,"{""id"":""3e2721e6-820a-4297-bb83-37b3c6d41cb8"",""time"":""2023-05-22T19:25:35.075Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783534362,""end_1"":1684783535075,""send_2"":1684783534551,""start_2"":1684783535047,""end_2"":1684783535060,""receive_2"":1684783535061,""send_3"":1684783535061,""start_3"":1684783535062,""end_3"":1684783535075,""receive_3"":1684783535075}}}"
2023-05-22 19:25:35.028100,2023-05-22 19:25:35.668902,200,"{""id"":""499e571d-e5fd-45fa-945c-3eb0336bba48"",""time"":""2023-05-22T19:25:35.660Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783535100,""end_1"":1684783535660,""send_2"":1684783535352,""start_2"":1684783535552,""end_2"":1684783535564,""receive_2"":1684783535645,""send_3"":1684783535645,""start_3"":1684783535647,""end_3"":1684783535659,""receive_3"":1684783535660}}}"
2023-05-22 19:25:35.668964,2023-05-22 19:25:36.056515,200,"{""id"":""f92b12bd-f92b-432b-be00-d36469fe59e3"",""time"":""2023-05-22T19:25:36.044Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783535845,""end_1"":1684783536044,""send_2"":1684783535947,""start_2"":1684783535965,""end_2"":1684783535977,""receive_2"":1684783535978,""send_3"":1684783535978,""start_3"":1684783535980,""end_3"":1684783535992,""receive_3"":1684783536044}}}"
2023-05-22 19:25:36.056548,2023-05-22 19:25:36.325915,200,"{""id"":""23dd6040-d2d3-468a-86eb-16b54bae61cb"",""time"":""2023-05-22T19:25:36.382Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783536127,""end_1"":1684783536382,""send_2"":1684783536148,""start_2"":1684783536350,""end_2"":1684783536366,""receive_2"":1684783536367,""send_3"":1684783536367,""start_3"":1684783536369,""end_3"":1684783536381,""receive_3"":1684783536382}}}"
2023-05-22 19:25:36.325981,2023-05-22 19:25:36.795302,200,"{""id"":""1f8e0bcf-c800-4427-aaa5-eae86ef9d93e"",""time"":""2023-05-22T19:25:36.771Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783536397,""end_1"":1684783536771,""send_2"":1684783536650,""start_2"":1684783536744,""end_2"":1684783536756,""receive_2"":1684783536757,""send_3"":1684783536757,""start_3"":1684783536759,""end_3"":1684783536771,""receive_3"":1684783536771}}}"
2023-05-22 19:25:36.795343,2023-05-22 19:25:37.220589,200,"{""id"":""8e75a178-3738-4da2-b85a-796dcc45ceda"",""time"":""2023-05-22T19:25:37.276Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783536870,""end_1"":1684783537276,""send_2"":1684783537046,""start_2"":1684783537247,""end_2"":1684783537261,""receive_2"":1684783537262,""send_3"":1684783537262,""start_3"":1684783537263,""end_3"":1684783537276,""receive_3"":1684783537276}}}"
2023-05-22 19:25:37.220660,2023-05-22 19:25:37.716710,200,"{""id"":""1b639bda-d200-4ca5-b268-5534b3a1ad06"",""time"":""2023-05-22T19:25:37.743Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783537292,""end_1"":1684783537743,""send_2"":1684783537449,""start_2"":1684783537648,""end_2"":1684783537661,""receive_2"":1684783537662,""send_3"":1684783537662,""start_3"":1684783537664,""end_3"":1684783537676,""receive_3"":1684783537743}}}"
2023-05-22 19:25:37.716773,2023-05-22 19:25:38.109207,200,"{""id"":""4d5dee26-63a3-4f6a-add9-ec4a3fa7a9d2"",""time"":""2023-05-22T19:25:38.166Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783537789,""end_1"":1684783538166,""send_2"":1684783537847,""start_2"":1684783538052,""end_2"":1684783538064,""receive_2"":1684783538144,""send_3"":1684783538144,""start_3"":1684783538151,""end_3"":1684783538165,""receive_3"":1684783538166}}}"
2023-05-22 19:25:38.109259,2023-05-22 19:25:38.625569,200,"{""id"":""53be437d-59fd-45da-98e2-326191bb84b6"",""time"":""2023-05-22T19:25:38.682Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1684783538182,""end_1"":1684783538682,""send_2"":1684783538447,""start_2"":1684783538646,""end_2"":1684783538658,""receive_2"":1684783538666,""send_3"":1684783538666,""start_3"":1684783538668,""end_3"":1684783538681,""receive_3"":1684783538682}}}"
