2023-07-02 10:27:02.081981,2023-07-02 10:27:02.102662,with_scale_to_zero,404,404 Client Error: Not Found for url: http://cpu-processing-1.default.172.16.0.215.sslip.io/
2023-07-02 10:27:02.605768,2023-07-02 10:27:02.622551,with_scale_to_zero,404,404 Client Error: Not Found for url: http://cpu-processing-1.default.172.16.0.215.sslip.io/
2023-07-02 10:27:03.123706,2023-07-02 10:27:03.135390,with_scale_to_zero,404,404 Client Error: Not Found for url: http://cpu-processing-1.default.172.16.0.215.sslip.io/
2023-07-02 10:27:03.637876,2023-07-02 10:27:03.647949,with_scale_to_zero,404,404 Client Error: Not Found for url: http://cpu-processing-1.default.172.16.0.215.sslip.io/
2023-07-02 10:27:04.153154,2023-07-02 10:27:04.168721,with_scale_to_zero,404,404 Client Error: Not Found for url: http://cpu-processing-1.default.172.16.0.215.sslip.io/
2023-07-02 10:27:04.670377,2023-07-02 10:27:04.742830,with_scale_to_zero,200,"{""id"":""59bdd18e-6f34-4ec9-a318-3047ad53aa18"",""time"":""2023-07-02T08:27:04.763Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":0,""timestamps"":{""start_1"":1688286424715,""end_1"":1688286424763,""send_2"":1688286424757,""start_2"":-1,""end_2"":-1,""receive_2"":1688286424762,""send_3"":1688286424762,""start_3"":-1,""end_3"":-1,""receive_3"":1688286424763}}}"
2023-07-02 10:29:09.747645,2023-07-02 10:29:14.936558,with_scale_to_zero,200,"{""id"":""3f1c7d22-6110-48c7-93a3-14320b741ac8"",""time"":""2023-07-02T08:29:14.956Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688286551254,""end_1"":1688286554955,""send_2"":1688286551352,""start_2"":1688286552852,""end_2"":1688286552968,""receive_2"":1688286553055,""send_3"":1688286553055,""start_3"":1688286554653,""end_3"":1688286554950,""receive_3"":1688286554955}}}"
2023-07-02 10:31:19.942172,2023-07-02 10:31:25.235841,with_scale_to_zero,200,"{""id"":""bd27024a-2b45-4503-ada8-1026d4b1cdc7"",""time"":""2023-07-02T08:31:25.256Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688286681583,""end_1"":1688286685255,""send_2"":1688286681598,""start_2"":1688286683257,""end_2"":1688286683357,""receive_2"":1688286683363,""send_3"":1688286683363,""start_3"":1688286684854,""end_3"":1688286685165,""receive_3"":1688286685255}}}"
2023-07-02 10:33:30.237678,2023-07-02 10:33:35.446579,with_scale_to_zero,200,"{""id"":""2480c4f6-f5df-4a1b-aea5-6e0ab05fecd7"",""time"":""2023-07-02T08:33:35.466Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688286811754,""end_1"":1688286815466,""send_2"":1688286811856,""start_2"":1688286813358,""end_2"":1688286813567,""receive_2"":1688286813659,""send_3"":1688286813660,""start_3"":1688286815153,""end_3"":1688286815461,""receive_3"":1688286815466}}}"
2023-07-02 10:35:40.449220,2023-07-02 10:35:45.628779,with_scale_to_zero,200,"{""id"":""cb220d8f-e17c-4dbd-83e9-020a293c9e9d"",""time"":""2023-07-02T08:35:45.568Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688286942054,""end_1"":1688286945567,""send_2"":1688286942068,""start_2"":1688286943694,""end_2"":1688286943851,""receive_2"":1688286943858,""send_3"":1688286943858,""start_3"":1688286945257,""end_3"":1688286945561,""receive_3"":1688286945567}}}"
2023-07-02 10:37:50.869763,2023-07-02 10:37:57.746012,without_scale_to_zero,200,"{""id"":""686af85d-357e-4d9e-9e67-8261054c1d31"",""time"":""2023-07-02T08:37:57.764Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688287072355,""end_1"":1688287077764,""send_2"":1688287072458,""start_2"":1688287075148,""end_2"":1688287075248,""receive_2"":1688287075254,""send_3"":1688287075254,""start_3"":1688287077551,""end_3"":1688287077759,""receive_3"":1688287077764}}}"
2023-07-02 10:38:02.755154,2023-07-02 10:38:03.144035,without_scale_to_zero,200,"{""id"":""680e3528-3669-4590-b3bc-ffe03c0b1c0b"",""time"":""2023-07-02T08:38:03.162Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688287082804,""end_1"":1688287083162,""send_2"":1688287082818,""start_2"":1688287082855,""end_2"":1688287082961,""receive_2"":1688287082967,""send_3"":1688287082967,""start_3"":1688287082971,""end_3"":1688287083157,""receive_3"":1688287083162}}}"
2023-07-02 10:38:08.145082,2023-07-02 10:38:08.579210,without_scale_to_zero,200,"{""id"":""16e0a478-bf9f-4c15-8086-63d633abf179"",""time"":""2023-07-02T08:38:08.560Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688287088186,""end_1"":1688287088560,""send_2"":1688287088204,""start_2"":1688287088256,""end_2"":1688287088359,""receive_2"":1688287088369,""send_3"":1688287088369,""start_3"":1688287088371,""end_3"":1688287088558,""receive_3"":1688287088560}}}"
2023-07-02 10:38:13.589299,2023-07-02 10:38:13.944043,without_scale_to_zero,200,"{""id"":""2d772c34-7453-4354-b3fb-72896eef4542"",""time"":""2023-07-02T08:38:13.967Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688287093632,""end_1"":1688287093966,""send_2"":1688287093648,""start_2"":1688287093652,""end_2"":1688287093753,""receive_2"":1688287093762,""send_3"":1688287093763,""start_3"":1688287093767,""end_3"":1688287093965,""receive_3"":1688287093966}}}"
2023-07-02 10:38:18.951103,2023-07-02 10:38:19.242496,without_scale_to_zero,200,"{""id"":""e01f2dc3-f476-4a66-8113-fc6cd4df7628"",""time"":""2023-07-02T08:38:19.265Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688287098993,""end_1"":1688287099265,""send_2"":1688287099008,""start_2"":1688287099011,""end_2"":1688287099050,""receive_2"":1688287099051,""send_3"":1688287099051,""start_3"":1688287099055,""end_3"":1688287099264,""receive_3"":1688287099265}}}"
2023-07-02 10:38:24.252766,2023-07-02 10:38:24.655838,without_scale_to_zero,200,"{""id"":""daad585f-c946-4908-a740-218b64a9c1a5"",""time"":""2023-07-02T08:38:24.664Z"",""type"":""response"",""source"":""cpu-processing-1"",""specversion"":""1.0"",""data"":{""result"":484,""timestamps"":{""start_1"":1688287104300,""end_1"":1688287104664,""send_2"":1688287104316,""start_2"":1688287104349,""end_2"":1688287104451,""receive_2"":1688287104452,""send_3"":1688287104452,""start_3"":1688287104454,""end_3"":1688287104662,""receive_3"":1688287104664}}}"
